2017.342 	 4.980
2017.340 	 5.030
2017.337 	 5.050
2017.334 	 5.110
2017.332 	 5.120
2017.323 	 5.440
2017.321 	 5.940
2017.318 	 5.860
2017.312 	 5.760
2017.304 	 5.700
2017.301 	 5.550
2017.299 	 5.490
2017.296 	 5.560
2017.282 	 5.600
2017.279 	 5.590
2017.277 	 5.640
2017.274 	 5.600
2017.266 	 5.610
2017.263 	 5.680
2017.260 	 5.700
2017.258 	 5.670
2017.255 	 5.710
2017.247 	 5.880
2017.244 	 5.810
2017.241 	 5.950
2017.238 	 5.830
2017.236 	 5.660
2017.227 	 5.660
2017.225 	 5.610
2017.222 	 5.510
2017.219 	 5.630
2017.216 	 5.650
2017.208 	 5.580
2017.205 	 5.650
2017.203 	 5.710
2017.200 	 5.780
2017.197 	 5.780
2017.189 	 5.840
2017.186 	 5.830
2017.184 	 5.800
2017.181 	 5.900
2017.178 	 5.950
2017.170 	 6.000
2017.167 	 5.610
2017.164 	 5.300
2017.162 	 5.210
2017.159 	 5.440
2017.151 	 5.450
2017.148 	 5.590
2017.145 	 5.640
2017.142 	 5.510
2017.140 	 5.580
2017.132 	 5.520
2017.129 	 5.620
2017.126 	 5.540
2017.123 	 5.460
2017.121 	 5.600
2017.112 	 5.280
2017.110 	 5.280
2017.107 	 5.340
2017.104 	 5.250
2017.101 	 5.300
2017.093 	 5.170
2017.090 	 5.380
2017.088 	 5.470
2017.085 	 5.590
2017.082 	 5.770
2017.074 	 5.920
2017.068 	 5.870
2017.066 	 5.960
2017.063 	 5.750
2017.055 	 5.930
2017.052 	 6.080
2017.049 	 6.040
2017.047 	 6.360
2017.044 	 6.400
2017.036 	 6.380
2017.033 	 6.380
2017.030 	 6.410
2017.027 	 6.440
2017.025 	 6.600
2017.016 	 6.610
2017.014 	 6.670
2017.011 	 6.670
2017.008 	 6.740
